Thumbnail,Media Number,Filename,Original Filename,Customer,Credit,Description,Fee,Currency,Your Share (%),Your Share,Agency,Media Link,Slug?
<a href='https://www.nurphoto.com/photo/2903884' target='_blank'><img src='https://www.nurphoto.com/photo/2903884/picture/photo' width='100'/></a>,2903884,slabbers-arrestsa180703_npLTJ,_BS11383.jpg,ViacomCBS ED,NurPhoto,"Law enforcement officers of the Philadelphia Police Department, Homeland Security and National Park Service stands by as protestors build a small encampment outside a Department of Homeland Security U.S. Immigrations and Custom Enforcement (ICE) office in Center City Philadelphia, PA, on July 3, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2903884,False
<a href='https://www.nurphoto.com/photo/2903884' target='_blank'><img src='https://www.nurphoto.com/photo/2903884/picture/photo' width='100'/></a>,2903884,slabbers-arrestsa180703_npLTJ,_BS11383.jpg,ViacomCBS ED,NurPhoto,"Law enforcement officers of the Philadelphia Police Department, Homeland Security and National Park Service stands by as protestors build a small encampment outside a Department of Homeland Security U.S. Immigrations and Custom Enforcement (ICE) office in Center City Philadelphia, PA, on July 3, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2903884,False
<a href='https://www.nurphoto.com/photo/2903884' target='_blank'><img src='https://www.nurphoto.com/photo/2903884/picture/photo' width='100'/></a>,2903884,slabbers-arrestsa180703_npLTJ,_BS11383.jpg,ViacomCBS ED,NurPhoto,"Law enforcement officers of the Philadelphia Police Department, Homeland Security and National Park Service stands by as protestors build a small encampment outside a Department of Homeland Security U.S. Immigrations and Custom Enforcement (ICE) office in Center City Philadelphia, PA, on July 3, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2903884,False
<a href='https://www.nurphoto.com/photo/2903884' target='_blank'><img src='https://www.nurphoto.com/photo/2903884/picture/photo' width='100'/></a>,2903884,slabbers-arrestsa180703_npLTJ,_BS11383.jpg,BuzzFeed Media Enterprises,NurPhoto,"Law enforcement officers of the Philadelphia Police Department, Homeland Security and National Park Service stands by as protestors build a small encampment outside a Department of Homeland Security U.S. Immigrations and Custom Enforcement (ICE) office in Center City Philadelphia, PA, on July 3, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2903884,False
<a href='https://www.nurphoto.com/photo/2903884' target='_blank'><img src='https://www.nurphoto.com/photo/2903884/picture/photo' width='100'/></a>,2903884,slabbers-arrestsa180703_npLTJ,_BS11383.jpg,Fox News Channel,NurPhoto,"Law enforcement officers of the Philadelphia Police Department, Homeland Security and National Park Service stands by as protestors build a small encampment outside a Department of Homeland Security U.S. Immigrations and Custom Enforcement (ICE) office in Center City Philadelphia, PA, on July 3, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2903884,False
<a href='https://www.nurphoto.com/photo/2903884' target='_blank'><img src='https://www.nurphoto.com/photo/2903884/picture/photo' width='100'/></a>,2903884,slabbers-arrestsa180703_npLTJ,_BS11383.jpg,Blaze Media LLC,NurPhoto,"Law enforcement officers of the Philadelphia Police Department, Homeland Security and National Park Service stands by as protestors build a small encampment outside a Department of Homeland Security U.S. Immigrations and Custom Enforcement (ICE) office in Center City Philadelphia, PA, on July 3, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2903884,False
<a href='https://www.nurphoto.com/photo/2904130' target='_blank'><img src='https://www.nurphoto.com/photo/2904130/picture/photo' width='100'/></a>,2904130,slabbers-arrestsa180703_npuAs,_BS11576.jpg,Blaze Media LLC,NurPhoto,"Police clears protestors from blocking the loading dock of a Department of Homeland Security U.S. Immigrations and Custom Enforcement (ICE) office in Center City Philadelphia, PA, on July 3, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2904130,False
<a href='https://www.nurphoto.com/photo/3912458' target='_blank'><img src='https://www.nurphoto.com/photo/3912458/picture/photo' width='100'/></a>,3912458,slabbers-berniesa190302_npfAv,_BS13455.JPG,Blaze Media LLC,NurPhoto,"Activist and journalist Shaun King takes the stage to stump for Sen. Bernie Sanders (I-VT) during the 2020 campaign kick-off at Brooklyn College in Brooklyn, NY on March 2, 2019. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3912458,False
<a href='https://www.nurphoto.com/photo/4435124' target='_blank'><img src='https://www.nurphoto.com/photo/4435124/picture/photo' width='100'/></a>,4435124,slabbers-bidenfam190530_npD1k,US-BIDEN-MEMORIAL_041.JPG,NBC News,NurPhoto,"Former Vice President Joe Biden, with Dr. Jill Biden and granddaughter Natalie Biden attend the Delaware Memorial Day Ceremony, in New Castle, DE on May 30, 2019. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4435124,False
<a href='https://www.nurphoto.com/photo/3208100' target='_blank'><img src='https://www.nurphoto.com/photo/3208100/picture/photo' width='100'/></a>,3208100,slabbers-billcosb180925_npNJc,_BS10760.jpg,Interactive One LLC,NurPhoto,"US Entertainer Bill Cosby arrives for a scenting hearing in Norristown, PA, on September 25, 2018. Cosby appears before Judge Steven O'Neil after a jury found the 81 year old entertainer guilty of three counts of aggravated indecent assault in a April 2018 retrial. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3208100,False
<a href='https://www.nurphoto.com/photo/1931528' target='_blank'><img src='https://www.nurphoto.com/photo/1931528/picture/photo' width='100'/></a>,1931528,slabbers-controve170429_npNCs,20170429_Trump_100Days_Rally_BS1276B_01__BAS5373.jpg,Reach Publishing,NurPhoto,"President Donald Trump pauses during his speech as a protester is being removed from the crow of an estimated seven  thousand at a April 29, 2017 ""Make America Great Again"" rally in Harrisburg, PA. The Make America Great Again event is to celebrate the presidents first 100 days in office and to campaign for the 2020 US Presidential Elections.
 (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/1931528,False
<a href='https://www.nurphoto.com/photo/1952104' target='_blank'><img src='https://www.nurphoto.com/photo/1952104/picture/photo' width='100'/></a>,1952104,slabbers-dadvailr170512_npLZV,20170512_Dad_Vail_Regatta_BS1282_27__DSC1995.JPG,"Audacy, Inc.",NurPhoto,"Rowers react after finishing as members of U.S. and Canadian collegiate rowing teams compete in the Olympic length of 2000 meters of the DAD Vail Regatta, on the Schuylkill River, in Philadelphia, PA, on May 12, 2017. With over a hundred competing teams the three-day long Dad Vail Regatta is the  largest regular intercollegiate rowing event in the United States. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/1952104,False
<a href='https://www.nurphoto.com/photo/2553332' target='_blank'><img src='https://www.nurphoto.com/photo/2553332/picture/photo' width='100'/></a>,2553332,slabbers-dailylif180312_npqMz,_BAS1320.jpg,ESPN PA agreement,NurPhoto,"Center City street scene in Philadelphia, PA, on March 12, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2553332,False
<a href='https://www.nurphoto.com/photo/2553332' target='_blank'><img src='https://www.nurphoto.com/photo/2553332/picture/photo' width='100'/></a>,2553332,slabbers-dailylif180312_npqMz,_BAS1320.jpg,Fox Television Stations LLC,NurPhoto,"Center City street scene in Philadelphia, PA, on March 12, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2553332,False
<a href='https://www.nurphoto.com/photo/5031716' target='_blank'><img src='https://www.nurphoto.com/photo/5031716/picture/photo' width='100'/></a>,5031716,slabbers-dailylif191023_npaRu,US-CITIES-PHILADELPHIA_31.JPG,Fox Television Stations LLC,NurPhoto,"View on the Center City skyline as seen from the South Street Bridge, in Philadelphia, PA, on October 23, 2019. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/5031716,False
<a href='https://www.nurphoto.com/photo/5031716' target='_blank'><img src='https://www.nurphoto.com/photo/5031716/picture/photo' width='100'/></a>,5031716,slabbers-dailylif191023_npaRu,US-CITIES-PHILADELPHIA_31.JPG,Fox Television Stations LLC,NurPhoto,"View on the Center City skyline as seen from the South Street Bridge, in Philadelphia, PA, on October 23, 2019. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/5031716,False
<a href='https://www.nurphoto.com/photo/4003134' target='_blank'><img src='https://www.nurphoto.com/photo/4003134/picture/photo' width='100'/></a>,4003134,slabbers-debidend190316_npz42,_BS14526.jpg,BBC News & Sport,NurPhoto,"A supporter holds up a Biden for President butter from 1988 as guest arrive ahead of the First State Democratic Dinner, featuring Joe Biden, at the Rollins Center in Dover, DE on March 16, 2019. While still announced, early polls conducted in March indicate former Vice President Biden as the favorite of a large Democratic field of candidates.  (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4003134,False
<a href='https://www.nurphoto.com/photo/4015626' target='_blank'><img src='https://www.nurphoto.com/photo/4015626/picture/photo' width='100'/></a>,4015626,slabbers-deformer190316_npiwx,_BS14706_.JPG,CONDE NAST DIGITAL PA,NurPhoto,"Joe Biden delivers the keynote speech at the First State Democratic Dinner at the Rollins Center in Dover, DE on March 16, 2019. The former U.S. Vice President refrained from announcing his candidacy, even-though early polls conducted in March indicate former Vice President Biden as the favorite of a large Democratic field of candidates. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4015626,False
<a href='https://www.nurphoto.com/photo/1880203' target='_blank'><img src='https://www.nurphoto.com/photo/1880203/picture/photo' width='100'/></a>,1880203,slabbers-earlyspr170403_npOkQ,20170403_Spring_Zoo_Trip_BS1267_01__BAS1537.jpg,INDEX.HU ZRT.,NurPhoto,"School children play at the large sing near the entrance of the Philadelphia Zoo, in Philadelphia, PA, on April 3, 2017. The popular tourist destination, located just outside Center City Philadelphia, is America's first zoo. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/1880203,False
<a href='https://www.nurphoto.com/photo/1880203' target='_blank'><img src='https://www.nurphoto.com/photo/1880203/picture/photo' width='100'/></a>,1880203,slabbers-earlyspr170403_npOkQ,20170403_Spring_Zoo_Trip_BS1267_01__BAS1537.jpg,Reach Publishing,NurPhoto,"School children play at the large sing near the entrance of the Philadelphia Zoo, in Philadelphia, PA, on April 3, 2017. The popular tourist destination, located just outside Center City Philadelphia, is America's first zoo. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/1880203,False
<a href='https://www.nurphoto.com/photo/5612748' target='_blank'><img src='https://www.nurphoto.com/photo/5612748/picture/photo' width='100'/></a>,5612748,slabbers-ecommerc200123_npDba,US-ECONOMY-PHILADELPHIA-012.JPG,Nexstar Broadcasting Inc.,NurPhoto,"Crate of locally sourced potatoes at the warehouse of Philly Foodworks, in North Philadelphia, PA, on January 23, 2020.  (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/5612748,False
<a href='https://www.nurphoto.com/photo/3763830' target='_blank'><img src='https://www.nurphoto.com/photo/3763830/picture/photo' width='100'/></a>,3763830,slabbers-epaexpec190206_npNcG,2019 02 06_16__BS11205 - Warminster former Naval Air Warfare Center Warminster - Public Water PFAs Pollution  =E2=80=94 BS1540.JPG,LADbible,NurPhoto,"Disregarded water bottle found at Warminster community park, located at the former Naval Air Warfare Center Warminster, in Bucks County, Pennsylvania, USA  on February 6, 2019. The United States Environmental Protection Agency (EPA) is expected to release updates on tests of per- and polyfuoroalkyl substances or PFAs pollution in public water supplies for 16 million Americans in 33 states, including Pennsylvania. The federal report is delayed due to January 2019 shutdown. Reps. Brian Fitzpatrick, Republican of Bucks County in Eastern Pennsylvania and Democrat Dan Kildee, of Michigan cochair a bipartisan task force in the House of Representatives, formed to take on the growingPFAS ContaminationCrisis. The usage of foam at nearby former military bases is linked to tainted drinking water, affecting tens of thousands of residents in Bucks and Montgomery Counties in Eastern Pennsylvania. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3763830,False
<a href='https://www.nurphoto.com/photo/3763776' target='_blank'><img src='https://www.nurphoto.com/photo/3763776/picture/photo' width='100'/></a>,3763776,slabbers-epaexpec190206_npqWC,2019 02 06_01__BS11185 - Willow Grove former Naval Air Station Joint Reserve Base Willow Grove - Public Water PFAs Pollution  =E2=80=94 BS1540.JPG,"Recurrent Ventures, Inc.",NurPhoto,"Water tower near the former Naval Air Station Joint Reserve Base Willow Grove, Montgomery County, Pennsylvania, USA on February 6, 2019. The United States Environmental Protection Agency (EPA) is expected to release updates on tests of per- and polyfuoroalkyl substances or PFAs pollution in public water supplies for 16 million Americans in 33 states, including Pennsylvania. The federal report is delayed due to January 2019 shutdown. Reps. Brian Fitzpatrick, Republican of Bucks County in Eastern Pennsylvania and Democrat Dan Kildee, of Michigan cochair a bipartisan task force in the House of Representatives, formed to take on the growingPFAS ContaminationCrisis. The usage of foam at nearby former military bases is linked to tainted drinking water, affecting tens of thousands of residents in Bucks and Montgomery Counties in Eastern Pennsylvania. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3763776,False
<a href='https://www.nurphoto.com/photo/3763776' target='_blank'><img src='https://www.nurphoto.com/photo/3763776/picture/photo' width='100'/></a>,3763776,slabbers-epaexpec190206_npqWC,2019 02 06_01__BS11185 - Willow Grove former Naval Air Station Joint Reserve Base Willow Grove - Public Water PFAs Pollution  =E2=80=94 BS1540.JPG,"Recurrent Ventures, Inc.",NurPhoto,"Water tower near the former Naval Air Station Joint Reserve Base Willow Grove, Montgomery County, Pennsylvania, USA on February 6, 2019. The United States Environmental Protection Agency (EPA) is expected to release updates on tests of per- and polyfuoroalkyl substances or PFAs pollution in public water supplies for 16 million Americans in 33 states, including Pennsylvania. The federal report is delayed due to January 2019 shutdown. Reps. Brian Fitzpatrick, Republican of Bucks County in Eastern Pennsylvania and Democrat Dan Kildee, of Michigan cochair a bipartisan task force in the House of Representatives, formed to take on the growingPFAS ContaminationCrisis. The usage of foam at nearby former military bases is linked to tainted drinking water, affecting tens of thousands of residents in Bucks and Montgomery Counties in Eastern Pennsylvania. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3763776,False
<a href='https://www.nurphoto.com/photo/3763802' target='_blank'><img src='https://www.nurphoto.com/photo/3763802/picture/photo' width='100'/></a>,3763802,slabbers-epaexpec190206_npTwj,2019 02 06_06__BS11252 - Warminster former Naval Air Warfare Center Warminster - Public Water PFAs Pollution  =E2=80=94 BS1540.JPG,Yahoo Inc.,NurPhoto,"Dog-walker at Warminster community park, located at the former Naval Air Warfare Center Warminster, in Bucks County, Pennsylvania, USA  on February 6, 2019. The United States Environmental Protection Agency (EPA) is expected to release updates on tests of per- and polyfuoroalkyl substances or PFAs pollution in public water supplies for 16 million Americans in 33 states, including Pennsylvania. The federal report is delayed due to January 2019 shutdown. Reps. Brian Fitzpatrick, Republican of Bucks County in Eastern Pennsylvania and Democrat Dan Kildee, of Michigan cochair a bipartisan task force in the House of Representatives, formed to take on the growingPFAS ContaminationCrisis. The usage of foam at nearby former military bases is linked to tainted drinking water, affecting tens of thousands of residents in Bucks and Montgomery Counties in Eastern Pennsylvania. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3763802,False
<a href='https://www.nurphoto.com/photo/3763802' target='_blank'><img src='https://www.nurphoto.com/photo/3763802/picture/photo' width='100'/></a>,3763802,slabbers-epaexpec190206_npTwj,2019 02 06_06__BS11252 - Warminster former Naval Air Warfare Center Warminster - Public Water PFAs Pollution  =E2=80=94 BS1540.JPG,InsideClimate News,NurPhoto,"Dog-walker at Warminster community park, located at the former Naval Air Warfare Center Warminster, in Bucks County, Pennsylvania, USA  on February 6, 2019. The United States Environmental Protection Agency (EPA) is expected to release updates on tests of per- and polyfuoroalkyl substances or PFAs pollution in public water supplies for 16 million Americans in 33 states, including Pennsylvania. The federal report is delayed due to January 2019 shutdown. Reps. Brian Fitzpatrick, Republican of Bucks County in Eastern Pennsylvania and Democrat Dan Kildee, of Michigan cochair a bipartisan task force in the House of Representatives, formed to take on the growingPFAS ContaminationCrisis. The usage of foam at nearby former military bases is linked to tainted drinking water, affecting tens of thousands of residents in Bucks and Montgomery Counties in Eastern Pennsylvania. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3763802,False
<a href='https://www.nurphoto.com/photo/11071095' target='_blank'><img src='https://www.nurphoto.com/photo/11071095/picture/photo' width='100'/></a>,11071095,slabbers-federalf240312_npoKx,_DSF0963.JPG,EREM MEDIA FZ LLC,NurPhoto,"A general view of a construction site is being seen from the Reading viaduct in the Callowhill neighborhood of Philadelphia, PA, USA, on March 12, 2024. U.S. Senators Bob Casey (D-PA) and John Fetterman (D-PA) are announcing a federal funding grant to bridge the gap between neighborhoods by covering the nearby I-676 Vine Street Expressway with a public park and connecting it to the Rail Park. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11071095,False
<a href='https://www.nurphoto.com/photo/11206603' target='_blank'><img src='https://www.nurphoto.com/photo/11206603/picture/photo' width='100'/></a>,11206603,slabbers-governor240503_npBLf,_BSA2019.JPG,"Shutterstock, Inc.",NurPhoto,"Governor Josh Shapiro is speaking at a press conference about the proposal of an investment in youth community programming, aiming to reduce violent crime and gun violence, in the West Kensington neighborhood in Philadelphia, Pennsylvania, on May 3, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11206603,False
<a href='https://www.nurphoto.com/photo/11206605' target='_blank'><img src='https://www.nurphoto.com/photo/11206605/picture/photo' width='100'/></a>,11206605,slabbers-governor240503_npUKO,_BSA1971.JPG,24HU0,NurPhoto,"Students are playing soccer as Governor Josh Shapiro speaks at a Combat Gun Violence and Make PA Communities Safer press conference in the West Kensington neighborhood in Philadelphia, Pennsylvania, United States, on May 3, 2024. Governor Shapiro is proposing an investment in youth community programming in the hope of reducing violent crime and gun violence. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11206605,False
<a href='https://www.nurphoto.com/photo/2977122' target='_blank'><img src='https://www.nurphoto.com/photo/2977122/picture/photo' width='100'/></a>,2977122,slabbers-handsmai180723_npiL6,_BS13074.JPG,Booker Prize Foundation,NurPhoto,"Protestors in Handsmaids Tale attire gather outside a fundraiser attended by Vice President Mike Pence and Lou Baretta, at the Union League, in Philadelphia, PA, on July 23, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2977122,False
<a href='https://www.nurphoto.com/photo/2977138' target='_blank'><img src='https://www.nurphoto.com/photo/2977138/picture/photo' width='100'/></a>,2977138,slabbers-handsmai180723_npkXo,_BS13108.JPG,DPG Media NV,NurPhoto,"Protestors in Handsmaids Tale attire gather outside a fundraiser attended by Vice President Mike Pence and Lou Baretta, at the Union League, in Philadelphia, PA, on July 23, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2977138,False
<a href='https://www.nurphoto.com/photo/11672359' target='_blank'><img src='https://www.nurphoto.com/photo/11672359/picture/photo' width='100'/></a>,11672359,slabbers-harrisca241016_npALf,_BS19945.JPG,IPA,NurPhoto,"U.S. Vice President Kamala Harris speaks on stage, accompanied by former and current Republicans during a campaign at Washington Crossing Historic Park in Bucks County, Pennsylvania, on October 16, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11672359,False
<a href='https://www.nurphoto.com/photo/4972290' target='_blank'><img src='https://www.nurphoto.com/photo/4972290/picture/photo' width='100'/></a>,4972290,slabbers-historic191001_npBA3,US-COMMUNITY-HISTORY_01.JPG,Associated Newspapers,NurPhoto,"Councilperson Mark Squilla speaks ahead of the unveiling of an PA Historical and Museum Commission marker at the Bethel Burying Grounds, in the Queen Village neighborhood of Philadelphia, PA, on October 1, 2019. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4972290,False
<a href='https://www.nurphoto.com/photo/3956414' target='_blank'><img src='https://www.nurphoto.com/photo/3956414/picture/photo' width='100'/></a>,3956414,slabbers-hudsonya181113_nplHc,_BS46851_.jpg,Player Media Group Zrt.,NurPhoto,"View on Hudson Yard in the Chelsea neighborhood of Manhattan, NYC, on November 13, 2018, as the large scale project nears completion in the spring of 2019. After a decade long redevelopment the former warehouse district and Metropolitan Transportation Authority rail yard will include upscale residential and office space as well as potential popular public destinations; The vessel and The Shed (and nearby High Line Park). (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3956414,False
<a href='https://www.nurphoto.com/photo/2177907' target='_blank'><img src='https://www.nurphoto.com/photo/2177907/picture/photo' width='100'/></a>,2177907,slabbers-hurrican170911_np8dd,_DSC1398.JPG,NBC News,NurPhoto,"Flood water resides from parts of Jacksonville, FL after Hurricane Irma took an unexpected turn and caused massive power outages and coastal flooding around the state, on September 11, 2017. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2177907,False
<a href='https://www.nurphoto.com/photo/2177890' target='_blank'><img src='https://www.nurphoto.com/photo/2177890/picture/photo' width='100'/></a>,2177890,slabbers-hurrican170911_np9of,_BAS1351.JPG,NBC News,NurPhoto,"Flood water resides from parts of Jacksonville, FL after Hurricane Irma took an unexpected turn and caused massive power outages and coastal flooding around the state, on September 11, 2017. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2177890,False
<a href='https://www.nurphoto.com/photo/2177903' target='_blank'><img src='https://www.nurphoto.com/photo/2177903/picture/photo' width='100'/></a>,2177903,slabbers-hurrican170911_npjyt,_DSC1351.JPG,NBC News,NurPhoto,"Flood water resides from parts of Jacksonville, FL after Hurricane Irma took an unexpected turn and caused massive power outages and coastal flooding around the state, on September 11, 2017. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2177903,False
<a href='https://www.nurphoto.com/photo/8979874' target='_blank'><img src='https://www.nurphoto.com/photo/8979874/picture/photo' width='100'/></a>,8979874,slabbers-johnfett221009_npkwt,US-FETTERMAN-PENNSYLVANIA-0055.JPG,FP1 Strategies LLC,NurPhoto,"PA Lt. Governor John Fetterman holds a rally at the Delaware River Waterfront, in Bristol, PA, USA on October 9, 2022. Fetterman runs as the Democratic candidate for a Senate seat against Republican Dr. Mehmet Oz. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/8979874,False
<a href='https://www.nurphoto.com/photo/8979892' target='_blank'><img src='https://www.nurphoto.com/photo/8979892/picture/photo' width='100'/></a>,8979892,slabbers-johnfett221009_npPJP,US-FETTERMAN-PENNSYLVANIA-0064.JPG,FP1 Strategies LLC,NurPhoto,"PA Lt. Governor John Fetterman speaks on stage during rally at the Delaware River Waterfront, in Bristol, PA, USA on October 9, 2022. Fetterman runs as the Democratic candidate for a Senate seat against Republican Dr. Mehmet Oz. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/8979892,False
<a href='https://www.nurphoto.com/photo/1686578' target='_blank'><img src='https://www.nurphoto.com/photo/1686578/picture/photo' width='100'/></a>,1686578,slabbers-largetru170129_npSLp,_BAS3809.JPG,LLC Alfacom,NurPhoto,"People arrive by train for a January 29th, 2017 Immigration Ban Protest at Philadelphia International Airport, in Philadelphia Pennsylvania. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/1686578,False
<a href='https://www.nurphoto.com/photo/2067786' target='_blank'><img src='https://www.nurphoto.com/photo/2067786/picture/photo' width='100'/></a>,2067786,slabbers-liquidat170708_np7SR,20170708_TajMahal_Liquidation_BS1304b_52__BAS9313.JPG,Substack,NurPhoto,"Members of the public browse hallways and some of the 1250 rooms during a large scale liquidation sale at the former Trump Taj Mahal Casino and resort, in Atlantic City, on July 8, 2017. The property recently changed hands for $50mil. And will be redeveloped in a Hard Rock Cafe owned resort. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2067786,False
<a href='https://www.nurphoto.com/photo/2067786' target='_blank'><img src='https://www.nurphoto.com/photo/2067786/picture/photo' width='100'/></a>,2067786,slabbers-liquidat170708_np7SR,20170708_TajMahal_Liquidation_BS1304b_52__BAS9313.JPG,Nexstar Broadcasting Inc.,NurPhoto,"Members of the public browse hallways and some of the 1250 rooms during a large scale liquidation sale at the former Trump Taj Mahal Casino and resort, in Atlantic City, on July 8, 2017. The property recently changed hands for $50mil. And will be redeveloped in a Hard Rock Cafe owned resort. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2067786,False
<a href='https://www.nurphoto.com/photo/2067786' target='_blank'><img src='https://www.nurphoto.com/photo/2067786/picture/photo' width='100'/></a>,2067786,slabbers-liquidat170708_np7SR,20170708_TajMahal_Liquidation_BS1304b_52__BAS9313.JPG,ViacomCBS ED,NurPhoto,"Members of the public browse hallways and some of the 1250 rooms during a large scale liquidation sale at the former Trump Taj Mahal Casino and resort, in Atlantic City, on July 8, 2017. The property recently changed hands for $50mil. And will be redeveloped in a Hard Rock Cafe owned resort. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2067786,False
<a href='https://www.nurphoto.com/photo/2064975' target='_blank'><img src='https://www.nurphoto.com/photo/2064975/picture/photo' width='100'/></a>,2064975,slabbers-maryjbli170704_nptW0,20170704_July4th_Concert_BS1303_50_DSC_4787.jpg,Fox Television Stations LLC,NurPhoto,"The Fourth of July Independence Day celebrations close with fireworks display over the Art Museum steps, in Philadelphia, PA, on July 4th, 2017. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2064975,False
