Thumbnail,Media Number,Filename,Original Filename,Customer,Credit,Description,Fee,Currency,Your Share (%),Your Share,Agency,Media Link,Slug?
<a href='https://www.nurphoto.com/photo/1912088' target='_blank'><img src='https://www.nurphoto.com/photo/1912088/picture/photo' width='100'/></a>,1912088,slabbers-national170422_np2eB,_BAS4165.JPG,TELEX,NurPhoto,"Thousands participate in the National March for Science in Philadelphia, PA, on Earth Day, April 22, 2017. Similar events are held around the nation protesting the conservative views of the Trump-Administration on science. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/1912088,False
<a href='https://www.nurphoto.com/photo/5754818' target='_blank'><img src='https://www.nurphoto.com/photo/5754818/picture/photo' width='100'/></a>,5754818,slabbers-national200603_npkiA,_DSC9438.jpg,Lunario Media LLC,NurPhoto,"National Guardsmen patrol the residential part of the Wadsworth neighborhood in Philadelphia, PA on June 3, 2020. The community in the Northwest section of the city was recently hit by vandalism and looting. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/5754818,False
<a href='https://www.nurphoto.com/photo/4671142' target='_blank'><img src='https://www.nurphoto.com/photo/4671142/picture/photo' width='100'/></a>,4671142,slabbers-netroots190713_npFeL,USPOLITICS-CONFERENCE-PROGRESSIVE_0003.JPG,iHeartMedia,NurPhoto,"PA Rep. Summer Lee (D) speaks on stage about the change of the face of power in the United States after a history making number of diverse members were sworn into Congress the past elections, during a keynote discussion of the Netroots Nation progressive grassroots convention in Philadelphia, PA, on July 13, 2019.  (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4671142,False
<a href='https://www.nurphoto.com/photo/4671140' target='_blank'><img src='https://www.nurphoto.com/photo/4671140/picture/photo' width='100'/></a>,4671140,slabbers-netroots190713_npLqR,USPOLITICS-CONFERENCE-PROGRESSIVE_0002.JPG,Associated Newspapers,NurPhoto,"PA Rep. Summer Lee (D) speaks on stage about the change of the face of power in the United States after a history making number of diverse members were sworn into Congress the past elections, during a keynote discussion of the Netroots Nation progressive grassroots convention in Philadelphia, PA, on July 13, 2019.  (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4671140,False
<a href='https://www.nurphoto.com/photo/4671140' target='_blank'><img src='https://www.nurphoto.com/photo/4671140/picture/photo' width='100'/></a>,4671140,slabbers-netroots190713_npLqR,USPOLITICS-CONFERENCE-PROGRESSIVE_0002.JPG,iHeartMedia,NurPhoto,"PA Rep. Summer Lee (D) speaks on stage about the change of the face of power in the United States after a history making number of diverse members were sworn into Congress the past elections, during a keynote discussion of the Netroots Nation progressive grassroots convention in Philadelphia, PA, on July 13, 2019.  (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4671140,False
<a href='https://www.nurphoto.com/photo/3080898' target='_blank'><img src='https://www.nurphoto.com/photo/3080898/picture/photo' width='100'/></a>,3080898,slabbers-njtransi180820_npWSG,_BS15522.jpg,ViacomCBS ED,NurPhoto,"Signage on the platform of the translation in Lindenwold, NJ, on August 20, 2018. The rail service connecting Philadelphia, PA and the shore will temporarily be halted in the last quarter of 2018 to allow installing of a Positive train control (PTC) system. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3080898,False
<a href='https://www.nurphoto.com/photo/4130796' target='_blank'><img src='https://www.nurphoto.com/photo/4130796/picture/photo' width='100'/></a>,4130796,slabbers-pacommun190404_nps9C,20190404_Safehouse_Meeting_BS157_08.JPG,NBC News,NurPhoto,"Councilmember Maria Quiones-Sanchez speaks during a community meeting with representatives of Safehouse at Heitzman Rec center in the Harrowgate neighborhood of Philadelphia, PA, on April 4, 2019. The non-profit hopes to open a controversial safe-injection site to offer services for those affected by the opioids crisis. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4130796,False
<a href='https://www.nurphoto.com/photo/4060732' target='_blank'><img src='https://www.nurphoto.com/photo/4060732/picture/photo' width='100'/></a>,4060732,slabbers-paemerge190327_np4FB,_BS16496_.JPG,Yahoo Inc.,NurPhoto,"General view of campus life at Temple University, in Philadelphia, PA, on a frisk early spring day of March 27, 2019. To harness a further outbreak of the mumps the Philadelphia Health Department offers this week two free walk-in clinics to students, faculty and staff. The multi-campus public university is home to more than 40.000 students, as well as 4.000 academic staff. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4060732,False
<a href='https://www.nurphoto.com/photo/4060730' target='_blank'><img src='https://www.nurphoto.com/photo/4060730/picture/photo' width='100'/></a>,4060730,slabbers-paemerge190327_npBmt,_BS16533_.JPG,ViacomCBS ED,NurPhoto,"General view of campus life at Temple University, in Philadelphia, PA, on a frisk early spring day of March 27, 2019. To harness a further outbreak of the mumps the Philadelphia Health Department offers this week two free walk-in clinics to students, faculty and staff. The multi-campus public university is home to more than 40.000 students, as well as 4.000 academic staff. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4060730,False
<a href='https://www.nurphoto.com/photo/4060730' target='_blank'><img src='https://www.nurphoto.com/photo/4060730/picture/photo' width='100'/></a>,4060730,slabbers-paemerge190327_npBmt,_BS16533_.JPG,NBC News,NurPhoto,"General view of campus life at Temple University, in Philadelphia, PA, on a frisk early spring day of March 27, 2019. To harness a further outbreak of the mumps the Philadelphia Health Department offers this week two free walk-in clinics to students, faculty and staff. The multi-campus public university is home to more than 40.000 students, as well as 4.000 academic staff. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4060730,False
<a href='https://www.nurphoto.com/photo/5579030' target='_blank'><img src='https://www.nurphoto.com/photo/5579030/picture/photo' width='100'/></a>,5579030,slabbers-pafasttr200128_npUWn,US-HEALTH-EADUCATION-019.JPG,Nexstar Broadcasting Inc.,NurPhoto,"General view of an education lab used for training situations at the Delaware County Technical School Practical Nursing Program, in Broomall, PA, on January 28, 2020. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/5579030,False
<a href='https://www.nurphoto.com/photo/3627122' target='_blank'><img src='https://www.nurphoto.com/photo/3627122/picture/photo' width='100'/></a>,3627122,slabbers-pafurlou190108_np00l,_BS10524_.jpg,ANO TV NEWS Premium Access Cus,NurPhoto,"U.S. Rep. Brian Fitzpatrick (R-PA 1st District) speaks during a non-partisan rally protesting the Federal Government Shutdown at Independence Mall, in Philadelphia, PA, on January 8, 2019. If continued in the next days the shutdown will be the longest in the U.S. history and was tricked after the Republicans of President Trump lost control over the U.S House of Representatives after the recent elections. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3627122,False
<a href='https://www.nurphoto.com/photo/3627128' target='_blank'><img src='https://www.nurphoto.com/photo/3627128/picture/photo' width='100'/></a>,3627128,slabbers-pafurlou190108_np2de,_BS10552_.jpg,Associated Newspapers,NurPhoto,"U.S. Rep. Brendan Boyle (D-PA 2nd District) speaks during a non-partisan rally protesting the Federal Government Shutdown at Independence Mall, in Philadelphia, PA, on January 8, 2019. If continued in the next days the shutdown will be the longest in the U.S. history and was tricked after the Republicans of President Trump lost control over the U.S House of Representatives after the recent elections. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3627128,False
<a href='https://www.nurphoto.com/photo/12249693' target='_blank'><img src='https://www.nurphoto.com/photo/12249693/picture/photo' width='100'/></a>,12249693,slabbers-pagovsha250410_npf6t,_BAS5916.JPG,RTL NEWS GmbH,NurPhoto,"After touring the Port of Philadelphia, Josh Shapiro, Governor of Pennsylvania, speaks about the Trump Administration's tariffs' negative impact on local businesses and consumers in Philadelphia, PA, USA, on April 10, 2025. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/12249693,False
<a href='https://www.nurphoto.com/photo/12249693' target='_blank'><img src='https://www.nurphoto.com/photo/12249693/picture/photo' width='100'/></a>,12249693,slabbers-pagovsha250410_npf6t,_BAS5916.JPG,ABC World News with David Muir,NurPhoto,"After touring the Port of Philadelphia, Josh Shapiro, Governor of Pennsylvania, speaks about the Trump Administration's tariffs' negative impact on local businesses and consumers in Philadelphia, PA, USA, on April 10, 2025. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/12249693,False
<a href='https://www.nurphoto.com/photo/12249663' target='_blank'><img src='https://www.nurphoto.com/photo/12249663/picture/photo' width='100'/></a>,12249663,slabbers-pagovsha250410_npgui,_BAS6163.JPG,News UK & Ireland Ltd,NurPhoto,"Josh Shapiro, Governor of Pennsylvania, speaks about the negative impact of the Trump Administration's tariffs on local businesses and consumers against the backdrop of an oversized American flag after touring the Port of Philadelphia in Philadelphia, PA, USA, on April 10, 2025. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/12249663,False
<a href='https://www.nurphoto.com/photo/12249690' target='_blank'><img src='https://www.nurphoto.com/photo/12249690/picture/photo' width='100'/></a>,12249690,slabbers-pagovsha250410_npOYL,_BAS5947.JPG,BV Algemeen Nederlands Persbureau ANP,NurPhoto,"After touring the Port of Philadelphia, Josh Shapiro, Governor of Pennsylvania, speaks about the Trump Administration's tariffs' negative impact on local businesses and consumers in Philadelphia, PA, USA, on April 10, 2025. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/12249690,False
<a href='https://www.nurphoto.com/photo/12249690' target='_blank'><img src='https://www.nurphoto.com/photo/12249690/picture/photo' width='100'/></a>,12249690,slabbers-pagovsha250410_npOYL,_BAS5947.JPG,"Ettoday Co., Ltd",NurPhoto,"After touring the Port of Philadelphia, Josh Shapiro, Governor of Pennsylvania, speaks about the Trump Administration's tariffs' negative impact on local businesses and consumers in Philadelphia, PA, USA, on April 10, 2025. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/12249690,False
<a href='https://www.nurphoto.com/photo/4562848' target='_blank'><img src='https://www.nurphoto.com/photo/4562848/picture/photo' width='100'/></a>,4562848,slabbers-pamassiv190621_npgq1,US-DRUGS-BORDER_04.JPG,HK01 Company Limited - Newspap,NurPhoto,"Heavily armed officers stand guard as law enforcement officials present a part of the evidence from a cocaine bust on the MSC Gayane in the port of Philadelphia, during a press conference at U.S. Customs House in Philadelphia, PA, on June 21, 2019. With a total of 35,000lbs, or 15,876kg and estimated street value of over $1 billion in cocaine  the seizure is one of the largest drugs bust in U.S. history, officials claim.  (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4562848,False
<a href='https://www.nurphoto.com/photo/4562864' target='_blank'><img src='https://www.nurphoto.com/photo/4562864/picture/photo' width='100'/></a>,4562864,slabbers-pamassiv190621_npMHy,US-DRUGS-BORDER_05.JPG,HK01 Company Limited - Newspap,NurPhoto,"Heavily armed officers stand guard as law enforcement officials present a part of the evidence from a cocaine bust on the MSC Gayane in the port of Philadelphia, during a press conference at U.S. Customs House in Philadelphia, PA, on June 21, 2019. With a total of 35,000lbs, or 15,876kg and estimated street value of over $1 billion in cocaine  the seizure is one of the largest drugs bust in U.S. history, officials claim.  (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4562864,False
<a href='https://www.nurphoto.com/photo/2213666' target='_blank'><img src='https://www.nurphoto.com/photo/2213666/picture/photo' width='100'/></a>,2213666,slabbers-paradeof170923_nppRm,20170923_Parade_of_Chariots_BS1340_16__BS21189.JPG,BBC News & Sport,NurPhoto,"Parade of Chariots, pulled in procession by participant over Benjamin Franklin Parkway, in the direction of Eakins Oval, in Philadelphia, PA, on September 23, 2017. Participating in the parade are members of International Society For Krishna Consciousness as well as locals representing the Indian culture and heritage. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2213666,False
<a href='https://www.nurphoto.com/photo/4456090' target='_blank'><img src='https://www.nurphoto.com/photo/4456090/picture/photo' width='100'/></a>,4456090,slabbers-pasuppor190520_npGuY,USA-ELECTIONS-TRUMP_32.JPG,LE KIOSQUE SAUMUR - DIGITAL ET SOCIAL (MEDIA KIOSQUE),NurPhoto,"A Fan hold out a MAGA caps and sharpies as US President Donald J. Trump departs after speaking at a MAGA rally at the Williamsport Regional Airport, in Montoursville, PA on May 20, 2019. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4456090,False
<a href='https://www.nurphoto.com/photo/5533044' target='_blank'><img src='https://www.nurphoto.com/photo/5533044/picture/photo' width='100'/></a>,5533044,slabbers-patrumpa200305_npGfM,US-POLITICS-PENNSYLVANIA-033.JPG,"Promotora de Informaciones, S.",NurPhoto,"President Donald Trump greets supporters after a town hall, hosted by FOX News Channel, at the Scranton Cultural Center in Scranton, PA, on March 5, 2020.  (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/5533044,False
<a href='https://www.nurphoto.com/photo/5533044' target='_blank'><img src='https://www.nurphoto.com/photo/5533044/picture/photo' width='100'/></a>,5533044,slabbers-patrumpa200305_npGfM,US-POLITICS-PENNSYLVANIA-033.JPG,Mediengruppe sterreich GmbH,NurPhoto,"President Donald Trump greets supporters after a town hall, hosted by FOX News Channel, at the Scranton Cultural Center in Scranton, PA, on March 5, 2020.  (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/5533044,False
<a href='https://www.nurphoto.com/photo/5533044' target='_blank'><img src='https://www.nurphoto.com/photo/5533044/picture/photo' width='100'/></a>,5533044,slabbers-patrumpa200305_npGfM,US-POLITICS-PENNSYLVANIA-033.JPG,The Young Turks,NurPhoto,"President Donald Trump greets supporters after a town hall, hosted by FOX News Channel, at the Scranton Cultural Center in Scranton, PA, on March 5, 2020.  (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/5533044,False
<a href='https://www.nurphoto.com/photo/3813906' target='_blank'><img src='https://www.nurphoto.com/photo/3813906/picture/photo' width='100'/></a>,3813906,slabbers-pavalent190214_npFit,_BS12061.JPG,"Audacy, Inc.",NurPhoto,"Bouquets of roses decorate the pedestal of the iconic LOVE Park statue, in Philadelphia, PA, on Valentines Day, February 14, 2019. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3813906,False
<a href='https://www.nurphoto.com/photo/3982324' target='_blank'><img src='https://www.nurphoto.com/photo/3982324/picture/photo' width='100'/></a>,3982324,slabbers-pennsylv190313_npM15,Sunoco_Mariner_East_2_West_Chester_PA_18_BS1560__BS14208_.jpg,RADIO TELEVISION HONG KONG,NurPhoto,"Warning sings mark the presence of a natural gas liquids pipeline, in West Chester, PA, on March 13, 2019. The 350-mile cross-state Mariner East pipeline connects the Marcellus Shale and Utica Shale with Marcus Hook Industrial Complex in Delaware County, PA. In March Pennsylvania state attorney general and Delaware County district attorney launched criminal investigation into Sunoco Logistic Partners and Energy Transfer LP, alleging misconducts in the project realization of Mariner East Pipeline system. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3982324,False
<a href='https://www.nurphoto.com/photo/3982360' target='_blank'><img src='https://www.nurphoto.com/photo/3982360/picture/photo' width='100'/></a>,3982360,slabbers-pennsylv190313_npvKo,Sunoco_Mariner_East_2_West_Chester_PA_22_BS1560__BS14174_.jpg,"Audacy, Inc.",NurPhoto,"Pipes for natural gas liquids lay at the Mariner East 2 pipeline construction site in West Chester, Pennsylvania, on March 13, 2019. In March Pennsylvania state attorney general and Delaware County district attorney launched criminal investigation into Sunoco Logistic Partners and Energy Transfer LP, alleging misconducts in the project realization of Mariner East Pipeline system. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/3982360,False
<a href='https://www.nurphoto.com/photo/5646406' target='_blank'><img src='https://www.nurphoto.com/photo/5646406/picture/photo' width='100'/></a>,5646406,slabbers-pfasfore190822_npdxj,US-FOREVERCHEMICALS-PENNSYLVANIA-006.JPG,Grist Magazine,NurPhoto,"Part of filtration system designed to filter out PFAS Forever Chemicals from the drink water supply, at Well #2 of the Horsham Water and Sewer Authority facility in Horsham, Pa., on August 22, 2019. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/5646406,False
<a href='https://www.nurphoto.com/photo/5646424' target='_blank'><img src='https://www.nurphoto.com/photo/5646424/picture/photo' width='100'/></a>,5646424,slabbers-pfasfore190822_npWC6,US-FOREVERCHEMICALS-PENNSYLVANIA-009.JPG,Vox Media,NurPhoto,"Part of filtration system designed to filter out PFAS Forever Chemicals from the drink water supply, at Well #2 of the Horsham Water and Sewer Authority facility in Horsham, Pa., on August 22, 2019. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/5646424,False
<a href='https://www.nurphoto.com/photo/5646408' target='_blank'><img src='https://www.nurphoto.com/photo/5646408/picture/photo' width='100'/></a>,5646408,slabbers-pfasfore190822_npyMR,US-FOREVERCHEMICALS-PENNSYLVANIA-004.JPG,LADbible,NurPhoto,"Part of filtration system designed to filter out PFAS Forever Chemicals from the drink water supply, at Well #2 of the Horsham Water and Sewer Authority facility in Horsham, Pa., on August 22, 2019. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/5646408,False
<a href='https://www.nurphoto.com/photo/2441576' target='_blank'><img src='https://www.nurphoto.com/photo/2441576/picture/photo' width='100'/></a>,2441576,slabbers-philadel180123_np6f4,BAS_3206.JPG,Nexstar Broadcasting Inc.,NurPhoto,"Lights appear green, due to lens aberrations and white-balance shift during capture, at Boathouse Row in Philadelphia, PA, on January 23, 2018. While some buildings in the Center City Philadelphia skyline don green lights to celebrate that the Philadelphia Eagles are Super Bowl bound, the led lights at the famous historic site on the Schuylkill River remains currently in a neutral appearance. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2441576,False
<a href='https://www.nurphoto.com/photo/4138584' target='_blank'><img src='https://www.nurphoto.com/photo/4138584/picture/photo' width='100'/></a>,4138584,slabbers-philadel190410_npEHQ,US-WEATHER-SPRING_21.JPG,42-18 LLC,NurPhoto,"People jog, stroll and bike along the Schuylkill river against a backdrop of cherry blossom trees in full bloom, in the Fairmount Park section of Philadelphia, PA on April 10, 2019. Each spring the vibrant tree line proves popular amongst tourists, photographers and Instagrammers. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4138584,False
<a href='https://www.nurphoto.com/photo/4138462' target='_blank'><img src='https://www.nurphoto.com/photo/4138462/picture/photo' width='100'/></a>,4138462,slabbers-philadel190410_npfS0,US-WEATHER-SPRING_06.JPG,City Cast LLC,NurPhoto,"People relax at the cherry blossom lined Schuylkill river banks, in the Fairmount Park section of Philadelphia, PA on April 10, 2019. Each spring the vibrant tree line proves popular amongst tourists, photographers and Instagrammers. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4138462,False
<a href='https://www.nurphoto.com/photo/11244852' target='_blank'><img src='https://www.nurphoto.com/photo/11244852/picture/photo' width='100'/></a>,11244852,slabbers-philadel240515_npPqF,_BS13260.JPG,MEDIAWORKS_IMEDIA,NurPhoto,"Union's Daniel Gazdag is in action during the second half as Philadelphia Union is taking on New York City FC at Subaru Park in Chester, PA, USA, on May 15, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11244852,False
<a href='https://www.nurphoto.com/photo/11244852' target='_blank'><img src='https://www.nurphoto.com/photo/11244852/picture/photo' width='100'/></a>,11244852,slabbers-philadel240515_npPqF,_BS13260.JPG,MEDIAWORKS_MAGAZINE,NurPhoto,"Union's Daniel Gazdag is in action during the second half as Philadelphia Union is taking on New York City FC at Subaru Park in Chester, PA, USA, on May 15, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11244852,False
<a href='https://www.nurphoto.com/photo/11244857' target='_blank'><img src='https://www.nurphoto.com/photo/11244857/picture/photo' width='100'/></a>,11244857,slabbers-philadel240515_npqoD,_BS13420.JPG,MEDIAWORKS_MAGAZINE,NurPhoto,"Daniel Gazdag is in action in the second half as Philadelphia Union is taking on New York City FC at Subaru Park in Chester, PA, USA, on May 15, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11244857,False
<a href='https://www.nurphoto.com/photo/11244857' target='_blank'><img src='https://www.nurphoto.com/photo/11244857/picture/photo' width='100'/></a>,11244857,slabbers-philadel240515_npqoD,_BS13420.JPG,MEDIAWORKS_IMEDIA,NurPhoto,"Daniel Gazdag is in action in the second half as Philadelphia Union is taking on New York City FC at Subaru Park in Chester, PA, USA, on May 15, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11244857,False
<a href='https://www.nurphoto.com/photo/11244857' target='_blank'><img src='https://www.nurphoto.com/photo/11244857/picture/photo' width='100'/></a>,11244857,slabbers-philadel240515_npqoD,_BS13420.JPG,MEDIAWORKS_MAGAZINE,NurPhoto,"Daniel Gazdag is in action in the second half as Philadelphia Union is taking on New York City FC at Subaru Park in Chester, PA, USA, on May 15, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11244857,False
<a href='https://www.nurphoto.com/photo/4444298' target='_blank'><img src='https://www.nurphoto.com/photo/4444298/picture/photo' width='100'/></a>,4444298,slabbers-phillybe190531_np619,US-BEER-CONVENTION_01.JPG,Mediahuis nv,NurPhoto,"Attendees wearing red Make Beer Great Again hats, styled after US President Donald Trump's campaign slogan, pose for a photo during the opening of the 2019 rendition of the annual Philly Beer Week, under the I-95, in South Philadelphia, PA on May 31, 2019. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/4444298,False
<a href='https://www.nurphoto.com/photo/11561540' target='_blank'><img src='https://www.nurphoto.com/photo/11561540/picture/photo' width='100'/></a>,11561540,slabbers-preparat240909_np5gt,_BAS7350.JPG,Shanghai Yingmai Culture Communication Co. Ltd,NurPhoto,"A cyclist bikes past media booths set up outside as preparations are made a day ahead of the first Presidential debate between Vice President Kamala Harris and former President Donald Trump at the National Constitution Center in Philadelphia, PA, USA, on September 9, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11561540,False
<a href='https://www.nurphoto.com/photo/11561531' target='_blank'><img src='https://www.nurphoto.com/photo/11561531/picture/photo' width='100'/></a>,11561531,slabbers-preparat240909_npasO,_BAS7373.JPG,Shanghai Yingmai Culture Communication Co. Ltd,NurPhoto,"People walk past the security perimeter surrounding the stage a day ahead of the first Presidential debate between Vice President Kamala Harris and former President Donald Trump at the National Constitution Center in Philadelphia, PA, USA, on September 9, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11561531,False
<a href='https://www.nurphoto.com/photo/11561532' target='_blank'><img src='https://www.nurphoto.com/photo/11561532/picture/photo' width='100'/></a>,11561532,slabbers-preparat240909_npIu2,_BAS7370.JPG,Shanghai Yingmai Culture Communication Co. Ltd,NurPhoto,"Preparations are made a day ahead of the first debate between Vice President Kamala Harris and former President Donald Trump, hosted by ABC at the National Constitution Center in Philadelphia, Pennsylvania, USA, on September 9, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11561532,False
<a href='https://www.nurphoto.com/photo/11561535' target='_blank'><img src='https://www.nurphoto.com/photo/11561535/picture/photo' width='100'/></a>,11561535,slabbers-preparat240909_nplZH,_BAS7364.JPG,Shanghai Yingmai Culture Communication Co. Ltd,NurPhoto,"Fences line the security perimeter as preparations are made a day ahead of the first Presidential debate between Vice President Kamala Harris and former President Donald Trump at the National Constitution Center in Philadelphia, PA, USA, on September 9, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11561535,False
<a href='https://www.nurphoto.com/photo/11561530' target='_blank'><img src='https://www.nurphoto.com/photo/11561530/picture/photo' width='100'/></a>,11561530,slabbers-preparat240909_npn9b,_BAS7379.JPG,Shanghai Yingmai Culture Communication Co. Ltd,NurPhoto,"People walk past the security perimeter surrounding the stage a day ahead of the first Presidential debate between Vice President Kamala Harris and former President Donald Trump at the National Constitution Center in Philadelphia, PA, USA, on September 9, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11561530,False
<a href='https://www.nurphoto.com/photo/11561533' target='_blank'><img src='https://www.nurphoto.com/photo/11561533/picture/photo' width='100'/></a>,11561533,slabbers-preparat240909_npr5z,_BAS7369.JPG,Shanghai Yingmai Culture Communication Co. Ltd,NurPhoto,"People walk past the security perimeter surrounding the stage a day ahead of the first Presidential debate between Vice President Kamala Harris and former President Donald Trump at the National Constitution Center in Philadelphia, PA, USA, on September 9, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11561533,False
<a href='https://www.nurphoto.com/photo/11561534' target='_blank'><img src='https://www.nurphoto.com/photo/11561534/picture/photo' width='100'/></a>,11561534,slabbers-preparat240909_npx0h,_BAS7366.JPG,Shanghai Yingmai Culture Communication Co. Ltd,NurPhoto,"Preparations are made a day ahead of the first debate between Vice President Kamala Harris and former President Donald Trump, hosted by ABC at the National Constitution Center in Philadelphia, Pennsylvania, USA, on September 9, 2024. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/11561534,False
<a href='https://www.nurphoto.com/photo/2804484' target='_blank'><img src='https://www.nurphoto.com/photo/2804484/picture/photo' width='100'/></a>,2804484,slabbers-pridepar180610_npOHV,_BS12032.JPG,Axios Media Inc.,NurPhoto,"Scene from the 30th annual Pride Parade and Festival, celebrating the LGTBQ community, in Philadelphia, PA, on June 10, 2018. (Photo by Bastiaan Slabbers/NurPhoto)",0.0,EUR,50.0,0.0,NurPhoto,https://www.nurphoto.com/photo/2804484,False
